,Institute,Sci_topic,Author,Year,Conf_level,Material,M_Type,MatGroupFKM,Batch,Manufacturer,Prod_Proc,Furn_capa,Deoxid_proc,Ingot_size,Red_ratio,HProc,Form,DorTh,Length,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Al,V,Nb,N_,Ti,Ca,O,dA,dB,dC,dD,DS,Exp_n,Exp_b,DefType,Proc_name,Microstruct,Tstart,Tend,Vcf,NTemp,Ntime,CTemp,Ctime,THTemp,THtime,THQCr,QmTemp,THTemp2,THtime2,THQCr2,QmTemp2,TTemp,Ttime,TCr,Gm,Gstd,Texture,GrainRatio,Poros,Geometry_type,CS_form,CS_surface,QS_LD,Re_U,Re_U_dev,Rp02,Rp02_dev,Rm,Rm_dev,R_true_fracture,Rtf_dev,AG,AG_dev,A5,A5_dev,Z,Z_dev,A_KerbSchlag,A_KS_dev,HV20,HV20_dev,HardProc,t_eff,t_eff_dev,HV20_core,HV20_core_dev,Rp02_base,Rm_base,AG_base,A5_base,Z_base,Deff,Kt,G0,G0_r,G0_d,A90_Mises,V90_Mises,Kp,Rz,Finish,Finish_speci,SpecF,LD,Prstrain,RS_depth,RS_I,RSII,Sa,N,outcome,fail_loc,defect_type,R_ratio,Nu,Control,Machine,f_test,L_Type,Sd,Sd_unc,k,k_unc,NE,NE_unc,1Ts,1Ts_unc,method,n_spec,n_lvls_frac,n_lvls_inf,Nu_cur,Sa_min,Nm_Sa_min
NIMS664,,,,,,,Stainless,Stainless_Steel,,,,,,,780.0,Hot rolled,,,,0.07,0.53,1.55,0.032,0.026,9.37,18.76,0.07,0.01,,,,,,,,0.1,0.0,0.02,,,,,,,,,,,1080.0,,30.0,0.0,1080.0,30.0,450.0,30.0,,,,,30.0,0.0,0.0,4.1,,,,,A5-standard specimen,Cylindric,50.25,0,,,261.0,,589.0,,1885.0,,,,78.0,,80.0,,,,161.0,,,0.0,,,,,,,,,4,1.0,0.265,0.0154,0.25,,54.0321689,5.18,1.5,,,cylinder,0,0,,,,"[170.0, 170.0, 165.0, 165.0, 160.0, 160.0, 160.0, 155.0, 155.0]","[122000, 395000, 295000, 322000, 550000, 863000, 20000000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,33.0,2.0,159.08,4.714,20.138,9.673,746225.0,884405.0,1.047,0.077,4 params,9.0,3.0,2.0,10000000.0,,
NIMS665,,,,,,,Stainless,Stainless_Steel,,,,,,,590.0,Hot rolled,,,,0.07,0.35,0.76,0.031,0.01,10.15,18.97,0.12,0.01,,,,,,,,0.01,0.0,0.06,,,,,,,,,,,1080.0,,30.0,0.0,1080.0,30.0,450.0,30.0,,,,,30.0,0.0,0.0,4.4,,,,,A5-standard specimen,Cylindric,50.25,0,,,268.0,,600.0,,1961.0,,,,75.0,,82.0,,,,149.0,,,0.0,,,,,,,,,4,1.0,0.265,0.0154,0.25,,54.0321689,5.18,1.5,,,cylinder,0,0,,,,"[170.0, 170.0, 165.0, 165.0, 160.0, 160.0, 155.0, 155.0, 150.0, 150.0]","[38200, 306000, 196000, 324000, 222000, 581000, 580000, 20000000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,33.0,2.0,154.84,4.359,21.006,9.192,772494.0,815225.0,1.075,0.093,4 params,10.0,4.0,2.0,10000000.0,,
NIMS666,,,,,,,Stainless,Stainless_Steel,,,,,,,940.0,Hot rolled,,,,0.06,0.52,1.52,0.025,0.003,9.45,18.7,0.11,0.01,,,,,,,,0.03,0.01,0.05,,,,,,,,,,,1080.0,,30.0,0.0,1080.0,30.0,450.0,30.0,,,,,30.0,0.0,0.0,4.8,,,,,A5-standard specimen,Cylindric,50.25,0,,,233.0,,602.0,,1846.0,,,,69.0,,80.0,,,,150.0,,,0.0,,,,,,,,,4,1.0,0.265,0.0154,0.25,,54.0321689,5.18,1.5,,,cylinder,0,0,,,,"[165.0, 165.0, 160.0, 160.0, 155.0, 155.0, 150.0, 150.0]","[36500, 72700, 207000, 215000, 373000, 398000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,33.0,2.0,152.48,3.193,32.387,11.171,758394.0,757535.0,1.022,0.066,4 params,8.0,3.0,1.0,10000000.0,,
NIMS667,,,,,,,C-st_struct,Steel,,,,,,,825.0,Hot rolled,,,,0.26,0.21,0.44,0.017,0.022,0.01,0.02,0.0,0.01,,,,,,,,0.07,0.02,0.04,,,,,,,,,,,885.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,8.4,,,,,A5-standard specimen,Cylindric,50.25,0,354.0,,333.0,,473.0,,961.0,,,,40.0,,64.0,,169.0,,138.0,,,0.0,,,,,,,,,6,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[260.0, 260.0, 260.0, 240.0, 240.0, 240.0, 220.0, 220.0, 220.0, 210.0, 210.0, 210.0, 210.0, 210.0, 200.0, 200.0, 200.0, 200.0]","[40300, 59900, 64100, 87200, 88500, 107000, 246000, 389000, 562000, 324000, 395000, 1800000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,209.0,4.438,12.276,2.226,655681.0,348929.0,1.094,0.038,4 params,18.0,4.0,2.0,10000000.0,,
NIMS668,,,,,,,C-st_struct,Steel,,,,,,,610.0,Hot rolled,,,,0.25,0.18,0.44,0.009000000000000001,0.017,0.08,0.12,0.0,0.08,,,,,,,,0.11,0.0,0.04,,,,,,,,,,,885.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,7.2,,,,,A5-standard specimen,Cylindric,50.25,0,320.0,,290.0,,477.0,,954.0,,,,36.0,,63.0,,84.0,,144.0,,,0.0,,,,,,,,,6,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[280.0, 280.0, 260.0, 260.0, 250.0, 250.0, 240.0, 240.0, 230.0, 230.0, 230.0, 220.0, 220.0, 220.0, 210.0, 210.0, 210.0]","[22300, 30200, 40600, 116000, 46100, 85600, 128000, 236000, 630000, 2560000, 4270000, 3140000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,221.48,5.823,22.099,5.704,2317075.0,1106708.0,1.094,0.038,4 params,17.0,6.0,2.0,10000000.0,,
NIMS669,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.26,0.27,0.43,0.008,0.015,0.02,0.03,0.0,0.01,,,,,,,,0.07,0.02,0.0,,,,,,,,,,,885.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,8.4,,,,,A5-standard specimen,Cylindric,50.25,0,385.0,,329.0,,474.0,,949.0,,,,40.0,,64.0,,143.0,,135.0,,,0.0,,,,,,,,,6,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[260.0, 260.0, 250.0, 250.0, 240.0, 240.0, 230.0, 230.0, 220.0, 220.0, 220.0, 210.0, 210.0, 210.0, 200.0, 200.0, 200.0]","[42200, 44000, 50800, 61200, 113000, 124000, 168000, 351000, 403000, 447000, 569000, 3040000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,211.46,7.177,17.533,4.651,1195010.0,713355.0,1.051,0.034,4 params,17.0,6.0,2.0,10000000.0,,
NIMS67,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.49,0.26,0.8,0.027000000000000003,0.023,0.02,0.09,0.0,0.01,,,,,,,,0.13,0.01,0.0,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,9.3,,,,,A5-standard specimen,Cylindric,50.25,0,721.0,,710.0,,833.0,,1518.0,,,,21.0,,62.0,,139.0,,272.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[560.0, 560.0, 540.0, 540.0, 520.0, 520.0, 500.0, 500.0, 490.0, 490.0, 480.0, 480.0, 480.0, 470.0, 470.0, 470.0, 460.0, 460.0, 460.0]","[46500, 52400, 75600, 86200, 137000, 153000, 229000, 231000, 415000, 758000, 377000, 441000, 489000, 552000, 941000, 21200000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,468.28,10.655,15.441,2.728,749043.0,440208.0,1.039,0.031,4 params,19.0,7.0,2.0,10000000.0,,
NIMS670,,,,,,,C-st_struct,Steel,,,,,,,1740.0,Hot rolled,,,,0.26,0.23,0.51,0.018000000000000002,0.024,0.01,0.02,0.0,0.01,,,,,,,,0.06,0.0,0.0,,,,,,,,,,,885.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,384.0,,353.0,,506.0,,1013.0,,,,37.0,,63.0,,145.0,,146.0,,,0.0,,,,,,,,,6,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[260.0, 260.0, 250.0, 250.0, 240.0, 240.0, 230.0, 230.0, 220.0, 220.0, 220.0, 210.0, 210.0, 210.0]","[61100, 65100, 75100, 80400, 108000, 191000, 247000, 256000, 1160000, 1580000, 2810000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,214.93,5.963,20.277,4.59,1864776.0,1158316.0,1.058,0.035,4 params,14.0,5.0,1.0,10000000.0,,
NIMS671,,,,,,,C-st_struct,Steel,,,,,,,825.0,Hot rolled,,,,0.35,0.21,0.77,0.021,0.022,0.01,0.01,0.0,0.02,,,,,,,,0.05,0.03,0.0,,,,,,,,,,,865.0,,30.0,0.0,865.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,496.0,,487.0,,678.0,,1438.0,,,,26.0,,71.0,,222.0,,218.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[400.0, 380.0, 380.0, 370.0, 370.0, 360.0, 360.0, 350.0, 350.0, 350.0, 340.0, 340.0, 340.0, 330.0, 330.0, 330.0]","[25400, 38800, 48100, 77200, 152000, 63200, 229000, 302000, 6000000, 10000000, 116000, 681000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,340.86,7.221,23.487,4.384,684378.0,361449.0,1.118,0.037,4 params,16.0,6.0,3.0,10000000.0,,
NIMS672,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.35,0.3,0.74,0.017,0.024,0.01,0.1,0.0,0.01,,,,,,,,0.07,0.02,0.0,,,,,,,,,,,865.0,,30.0,0.0,865.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,9.0,,,,,A5-standard specimen,Cylindric,50.25,0,516.0,,516.0,,699.0,,1484.0,,,,27.0,,72.0,,226.0,,231.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[380.0, 380.0, 370.0, 370.0, 360.0, 360.0, 360.0, 350.0, 350.0, 350.0, 340.0, 340.0, 340.0, 340.0]","[36300, 59700, 45500, 102000, 192000, 3180000, 10000000, 216000, 285000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,352.13,7.084,31.484,12.825,480379.0,336724.0,1.085,0.06,4 params,14.0,4.0,3.0,10000000.0,,
NIMS673,,,,,,,C-st_struct,Steel,,,,,,,1740.0,Hot rolled,,,,0.34,0.26,0.74,0.012,0.015,0.01,0.02,0.0,0.01,,,,,,,,0.08,0.0,0.0,,,,,,,,,,,865.0,,30.0,0.0,865.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.9,,,,,A5-standard specimen,Cylindric,50.25,0,468.0,,468.0,,654.0,,1451.0,,,,27.0,,73.0,,229.0,,218.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[340.0, 340.0, 330.0, 330.0, 330.0, 320.0, 320.0, 320.0, 320.0, 310.0, 310.0, 310.0]","[47300, 116000, 72600, 100000, 128000, 76000, 168000, 807000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,316.73,9.98,22.164,10.882,279164.0,225553.0,1.073,0.127,4 params,12.0,3.0,2.0,10000000.0,,
NIMS674,,,,,,,C-st_struct,Steel,,,,,,,610.0,Hot rolled,,,,0.36,0.26,0.7,0.009000000000000001,0.023,0.08,0.12,0.0,0.09,,,,,,,,0.07,0.0,0.03,,,,,,,,,,,865.0,,30.0,0.0,865.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.0,,,,,A5-standard specimen,Cylindric,50.25,0,582.0,,576.0,,738.0,,1438.0,,,,24.0,,66.0,,174.0,,244.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[400.0, 400.0, 390.0, 390.0, 380.0, 380.0, 360.0, 360.0, 350.0, 350.0, 350.0, 340.0, 340.0, 340.0, 330.0, 330.0, 330.0]","[30600, 344000, 521000, 10000000, 68000, 10000000, 172000, 543000, 286000, 955000, 2120000, 739000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,350.35,10.956,10.461,9.976,540904.0,486311.0,1.276,0.245,4 params,17.0,6.0,4.0,10000000.0,,
NIMS675,,,,,,,C-st_struct,Steel,,,,,,,1740.0,Hot rolled,,,,0.45,0.25,0.79,0.018000000000000002,0.016,0.02,0.13,0.0,0.02,,,,,,,,0.07,0.0,0.0,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,744.0,,727.0,,828.0,,1540.0,,,,22.0,,64.0,,134.0,,266.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[490.0, 490.0, 490.0, 480.0, 480.0, 470.0, 470.0, 470.0, 460.0, 460.0, 460.0, 450.0, 450.0, 450.0]","[10100, 117000, 297000, 16500, 93000, 90000, 363000, 483000, 4510000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,461.52,11.273,63.298,11.893,1321557.0,811975.0,1.049,0.041,4 params,14.0,4.0,2.0,10000000.0,,
NIMS676,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.45,0.26,0.76,0.027000000000000003,0.019,0.01,0.11,0.0,0.02,,,,,,,,0.12,0.01,0.0,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,9.6,,,,,A5-standard specimen,Cylindric,50.25,0,564.0,,562.0,,748.0,,1486.0,,,,24.0,,68.0,,177.0,,245.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[440.0, 440.0, 430.0, 420.0, 420.0, 410.0, 410.0, 400.0, 400.0, 400.0, 390.0, 390.0, 390.0, 380.0, 380.0, 380.0]","[12400, 14200, 30200, 38900, 60800, 35400, 42200, 101000, 144000, 10000000, 164000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,394.99,10.325,19.772,4.643,126962.0,89924.0,1.041,0.053,4 params,16.0,6.0,3.0,10000000.0,,
NIMS677,,,,,,,C-st_struct,Steel,,,,,,,610.0,Hot rolled,,,,0.45,0.24,0.71,0.01,0.009000000000000001,0.12,0.06,0.0,0.13,,,,,,,,0.06,0.0,0.01,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,632.0,,626.0,,812.0,,1503.0,,,,23.0,,64.0,,100.0,,260.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 410.0, 410.0, 410.0, 400.0, 400.0, 400.0, 400.0]","[27600, 29100, 36800, 63100, 148000, 341000, 206000, 10000000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,412.21,11.717,21.028,5.914,249126.0,211152.0,1.042,0.054,4 params,13.0,4.0,2.0,10000000.0,,
NIMS678,,,,,,,C-st_struct,Steel,,,,,,,825.0,Hot rolled,,,,0.44,0.24,0.82,0.021,0.021,0.03,0.02,0.0,0.02,,,,,,,,0.1,0.03,0.01,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,536.0,,538.0,,760.0,,1465.0,,,,25.0,,66.0,,184.0,,239.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[420.0, 420.0, 400.0, 400.0, 390.0, 390.0, 380.0, 380.0, 380.0, 370.0, 370.0, 370.0, 360.0, 360.0, 360.0]","[19600, 29000, 55400, 69100, 82200, 95000, 143000, 540000, 558000, 394000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,371.53,10.204,25.493,4.996,455682.0,259365.0,1.044,0.038,4 params,15.0,5.0,2.0,10000000.0,,
NIMS679,,,,,,,C-st_struct,Steel,,,,,,,1740.0,Hot rolled,,,,0.55,0.23,0.76,0.018000000000000002,0.012,0.01,0.09,0.0,0.01,,,,,,,,0.07,0.0,0.0,,,,,,,,,,,825.0,,30.0,0.0,825.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.4,,,,,A5-standard specimen,Cylindric,50.25,0,759.0,,755.0,,854.0,,1518.0,,,,22.0,,60.0,,100.0,,276.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 490.0, 490.0, 490.0, 480.0, 480.0, 480.0, 470.0, 470.0, 470.0]","[11900, 267000, 129000, 651000, 84000, 90000, 537000, 377000, 1180000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,476.36,11.701,30.813,7.704,710357.0,475983.0,1.086,0.045,4 params,13.0,4.0,2.0,10000000.0,,
NIMS68,,,,,,,C-st_struct,Steel,,,,,,,610.0,Hot rolled,,,,0.45,0.25,0.79,0.011,0.025,0.12,0.04,0.0,0.15,,,,,,,,0.09,0.0,0.04,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,657.0,,657.0,,811.0,,1488.0,,,,22.0,,63.0,,146.0,,268.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[540.0, 540.0, 520.0, 520.0, 500.0, 500.0, 480.0, 480.0, 470.0, 470.0, 460.0, 460.0, 450.0, 450.0, 440.0, 440.0, 440.0, 430.0, 430.0, 430.0]","[66500, 78600, 45500, 158000, 66500, 193000, 440000, 461000, 287000, 323000, 298000, 15900000, 265000, 21200000, 540000, 21200000, 21200000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,451.17,8.487,10.68,3.159,445960.0,235693.0,1.112,0.057,4 params,20.0,8.0,4.0,10000000.0,,
NIMS680,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.54,0.26,0.76,0.022,0.021,0.02,0.12,0.0,0.01,,,,,,,,0.08,0.01,0.0,,,,,,,,,,,825.0,,30.0,0.0,825.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,754.0,,748.0,,848.0,,1521.0,,,,22.0,,60.0,,135.0,,275.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 520.0, 500.0, 500.0, 500.0, 480.0, 480.0, 480.0, 470.0, 470.0, 470.0, 460.0, 460.0, 460.0]","[14500, 15200, 33300, 28700, 32900, 425000, 265000, 423000, 475000, 317000, 10000000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,471.79,11.451,35.108,6.508,567016.0,340085.0,1.053,0.039,4 params,15.0,4.0,2.0,10000000.0,,
NIMS681,,,,,,,C-st_struct,Steel,,,,,,,825.0,Hot rolled,,,,0.52,0.29,0.83,0.016,0.025,0.04,0.04,0.0,0.02,,,,,,,,0.12,0.02,0.0,,,,,,,,,,,825.0,,30.0,0.0,825.0,30.0,450.0,30.0,,,,,600.0,60.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,635.0,,639.0,,823.0,,1512.0,,,,24.0,,64.0,,130.0,,261.0,,,0.0,,,,,,,,,3,1.014,0.044,0.044,0,,147.483728,1.3,1.5,,,cylinder,0,0,,,,"[480.0, 460.0, 460.0, 450.0, 450.0, 440.0, 440.0, 440.0, 430.0, 430.0, 430.0, 420.0, 420.0, 420.0, 410.0, 410.0, 410.0]","[19900, 39000, 43000, 46200, 57900, 124000, 9190000, 10000000, 379000, 10000000, 10000000, 415000, 636000, 10000000, 10000000, 10000000, 10000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,140.0,3.0,427.9,7.666,30.987,7.035,521466.0,268332.0,1.109,0.045,4 params,17.0,6.0,4.0,10000000.0,,
